stage_id,well_id,stage_number,start_datetime,duration_min,fluid_type,proppant_type,status,cluster_count,perforation_start_m,perforation_end_m
STG-00699,WL-023,22,2022-08-07 04:31,182.0,Hybrid,30/50 Ceramic,Completed,6,2673.0,2795.0
STG-00700,WL-023,23,2022-08-07 23:26,216.0,Hybrid,100 Mesh Sand,Completed,8,2795.0,2918.0
STG-00701,WL-023,24,2022-08-08 15:43,143.0,Hybrid,30/50 Ceramic,Completed,7,2918.0,3040.0
STG-00702,WL-023,25,2022-08-08 05:39,207.0,Linear Gel,100 Mesh Sand,Completed,4,3040.0,3163.0
STG-00703,WL-023,26,2022-08-07 23:58,213.0,Hybrid,20/40 RCP,Completed,5,3163.0,3285.0
STG-00704,WL-023,27,2022-08-09 08:07,190.0,Hybrid,100 Mesh Sand,Completed,7,3285.0,3408.0
STG-00705,WL-024,1,2021-07-09 00:00,184.0,Linear Gel,20/40 RCP,Completed,6,100.0,172.0
STG-00706,WL-024,2,2021-07-09 05:44,178.0,Crosslinked Gel,20/40 RCP,Completed,6,172.0,244.0
STG-00707,WL-024,3,2021-07-09 07:04,201.0,Crosslinked Gel,40/70 Sand,Completed,4,244.0,316.0
STG-00708,WL-024,4,2021-07-09 17:03,123.0,Crosslinked Gel,100 Mesh Sand,Completed,7,316.0,388.0
STG-00709,WL-024,5,2021-07-09 18:21,94.0,Hybrid,40/70 Sand,Completed,4,388.0,460.0
STG-00710,WL-024,6,2021-07-09 18:43,181.0,Hybrid,30/50 Ceramic,Completed,8,460.0,532.0
STG-00711,WL-024,7,2021-07-10 08:41,125.0,Slickwater,40/70 Sand,Completed,8,532.0,604.0
STG-00712,WL-024,8,2021-07-10 14:46,179.0,Linear Gel,30/50 Ceramic,Completed,5,604.0,675.0
STG-00713,WL-024,9,2021-07-10 04:13,238.0,Crosslinked Gel,30/50 Ceramic,Completed,8,675.0,747.0
STG-00714,WL-024,10,2021-07-10 03:45,194.0,Crosslinked Gel,40/70 Sand,Completed,8,747.0,819.0
STG-00715,WL-024,11,2021-07-11 10:27,154.0,Linear Gel,30/50 Ceramic,Completed,5,819.0,891.0
STG-00716,WL-024,12,2021-07-11 01:11,194.0,Slickwater,100 Mesh Sand,Partial,5,891.0,963.0
STG-00717,WL-024,13,2021-07-11 09:39,109.0,Slickwater,20/40 RCP,Completed,4,963.0,1035.0
STG-00718,WL-024,14,2021-07-11 03:56,199.0,Hybrid,40/70 Sand,Completed,6,1035.0,1107.0
STG-00719,WL-024,15,2021-07-12 00:06,131.0,Crosslinked Gel,100 Mesh Sand,Completed,4,1107.0,1179.0
STG-00720,WL-024,16,2021-07-11 03:38,103.0,Hybrid,100 Mesh Sand,Completed,8,1179.0,1251.0
STG-00721,WL-024,17,2021-07-12 17:18,119.0,Slickwater,30/50 Ceramic,Completed,7,1251.0,1323.0
STG-00722,WL-024,18,2021-07-12 08:53,124.0,Crosslinked Gel,30/50 Ceramic,Completed,6,1323.0,1395.0
STG-00723,WL-024,19,2021-07-11 13:22,100.0,Hybrid,20/40 RCP,Completed,7,1395.0,1467.0
STG-00724,WL-024,20,2021-07-12 22:00,100.0,Hybrid,30/50 Ceramic,Completed,5,1467.0,1539.0
STG-00725,WL-024,21,2021-07-13 03:55,125.0,Hybrid,20/40 RCP,Completed,6,1539.0,1611.0
STG-00726,WL-024,22,2021-07-13 13:14,222.0,Crosslinked Gel,40/70 Sand,Completed,5,1611.0,1682.0
STG-00727,WL-024,23,2021-07-13 18:06,170.0,Linear Gel,100 Mesh Sand,Completed,5,1682.0,1754.0
STG-00728,WL-024,24,2021-07-13 14:33,140.0,Hybrid,100 Mesh Sand,Completed,7,1754.0,1826.0
STG-00729,WL-024,25,2021-07-12 10:07,239.0,Slickwater,40/70 Sand,Completed,6,1826.0,1898.0
STG-00730,WL-024,26,2021-07-15 04:40,174.0,Hybrid,100 Mesh Sand,Completed,6,1898.0,1970.0
STG-00731,WL-024,27,2021-07-13 16:50,160.0,Crosslinked Gel,40/70 Sand,Completed,5,1970.0,2042.0
STG-00732,WL-024,28,2021-07-14 17:08,174.0,Crosslinked Gel,30/50 Ceramic,Screen-out,4,2042.0,2114.0
STG-00733,WL-024,29,2021-07-15 00:30,116.0,Slickwater,20/40 RCP,Completed,7,2114.0,2186.0
STG-00734,WL-024,30,2021-07-15 06:44,120.0,Hybrid,20/40 RCP,Completed,7,2186.0,2258.0
STG-00735,WL-024,31,2021-07-16 01:21,105.0,Crosslinked Gel,20/40 RCP,Completed,4,2258.0,2330.0
STG-00736,WL-024,32,2021-07-16 02:04,203.0,Hybrid,40/70 Sand,Completed,7,2330.0,2402.0
STG-00737,WL-024,33,2021-07-13 07:04,190.0,Slickwater,30/50 Ceramic,Completed,4,2402.0,2474.0
STG-00738,WL-024,34,2021-07-14 10:33,229.0,Slickwater,100 Mesh Sand,Completed,6,2474.0,2546.0
STG-00739,WL-024,35,2021-07-13 23:21,150.0,Linear Gel,40/70 Sand,Completed,4,2546.0,2618.0
STG-00740,WL-024,36,2021-07-15 18:26,239.0,Slickwater,30/50 Ceramic,Completed,8,2618.0,2689.0
STG-00741,WL-024,37,2021-07-17 22:24,171.0,Linear Gel,100 Mesh Sand,Screen-out,7,2689.0,2761.0
STG-00742,WL-024,38,2021-07-17 23:36,168.0,Hybrid,20/40 RCP,Completed,5,2761.0,2833.0
STG-00743,WL-024,39,2021-07-14 00:06,103.0,Crosslinked Gel,40/70 Sand,Completed,5,2833.0,2905.0
STG-00744,WL-024,40,2021-07-15 20:53,109.0,Crosslinked Gel,30/50 Ceramic,Completed,6,2905.0,2977.0
STG-00745,WL-024,41,2021-07-15 04:30,207.0,Slickwater,20/40 RCP,Completed,8,2977.0,3049.0
STG-00746,WL-024,42,2021-07-16 22:36,95.0,Linear Gel,40/70 Sand,Completed,4,3049.0,3121.0
STG-00747,WL-024,43,2021-07-16 03:27,129.0,Linear Gel,100 Mesh Sand,Completed,6,3121.0,3193.0
STG-00748,WL-025,1,2022-01-12 00:00,103.0,Linear Gel,40/70 Sand,Screen-out,4,100.0,161.0
STG-00749,WL-025,2,2022-01-12 03:04,173.0,Hybrid,30/50 Ceramic,Screen-out,4,161.0,222.0
STG-00750,WL-025,3,2022-01-12 08:50,150.0,Slickwater,30/50 Ceramic,Completed,7,222.0,283.0
STG-00751,WL-025,4,2022-01-12 13:14,180.0,Crosslinked Gel,100 Mesh Sand,Completed,8,283.0,344.0
STG-00752,WL-025,5,2022-01-12 16:39,228.0,Crosslinked Gel,20/40 RCP,Completed,6,344.0,406.0
STG-00753,WL-025,6,2022-01-12 17:47,239.0,Slickwater,30/50 Ceramic,Completed,7,406.0,467.0
STG-00754,WL-025,7,2022-01-13 02:22,121.0,Hybrid,30/50 Ceramic,Screen-out,8,467.0,528.0
STG-00755,WL-025,8,2022-01-12 22:17,107.0,Slickwater,100 Mesh Sand,Completed,6,528.0,589.0
STG-00756,WL-025,9,2022-01-13 19:23,147.0,Linear Gel,40/70 Sand,Completed,8,589.0,650.0
STG-00757,WL-025,10,2022-01-13 04:38,220.0,Linear Gel,20/40 RCP,Completed,8,650.0,711.0
STG-00758,WL-025,11,2022-01-14 02:36,209.0,Linear Gel,40/70 Sand,Screen-out,7,711.0,772.0
STG-00759,WL-025,12,2022-01-13 18:51,102.0,Linear Gel,100 Mesh Sand,Completed,8,772.0,833.0
STG-00760,WL-025,13,2022-01-14 08:33,116.0,Hybrid,100 Mesh Sand,Completed,7,833.0,894.0
STG-00761,WL-025,14,2022-01-13 21:44,142.0,Hybrid,40/70 Sand,Screen-out,5,894.0,956.0
STG-00762,WL-025,15,2022-01-13 23:17,186.0,Linear Gel,100 Mesh Sand,Completed,7,956.0,1017.0
STG-00763,WL-025,16,2022-01-14 06:05,110.0,Hybrid,30/50 Ceramic,Completed,6,1017.0,1078.0
STG-00764,WL-025,17,2022-01-15 19:43,228.0,Slickwater,100 Mesh Sand,Completed,7,1078.0,1139.0
STG-00765,WL-025,18,2022-01-15 07:22,181.0,Crosslinked Gel,30/50 Ceramic,Completed,8,1139.0,1200.0
STG-00766,WL-025,19,2022-01-15 06:44,116.0,Slickwater,20/40 RCP,Completed,4,1200.0,1261.0
STG-00767,WL-025,20,2022-01-15 08:37,150.0,Hybrid,100 Mesh Sand,Completed,4,1261.0,1322.0
STG-00768,WL-025,21,2022-01-15 21:45,145.0,Slickwater,30/50 Ceramic,Completed,8,1322.0,1383.0
STG-00769,WL-025,22,2022-01-16 22:26,94.0,Linear Gel,30/50 Ceramic,Completed,7,1383.0,1444.0
STG-00770,WL-025,23,2022-01-16 13:12,234.0,Linear Gel,100 Mesh Sand,Completed,5,1444.0,1506.0
STG-00771,WL-025,24,2022-01-15 16:00,235.0,Hybrid,20/40 RCP,Completed,4,1506.0,1567.0
STG-00772,WL-025,25,2022-01-16 04:29,137.0,Crosslinked Gel,40/70 Sand,Completed,4,1567.0,1628.0
STG-00773,WL-025,26,2022-01-17 10:55,156.0,Crosslinked Gel,30/50 Ceramic,Completed,4,1628.0,1689.0
STG-00774,WL-025,27,2022-01-16 08:21,186.0,Crosslinked Gel,30/50 Ceramic,Completed,6,1689.0,1750.0
STG-00775,WL-025,28,2022-01-18 05:16,183.0,Slickwater,40/70 Sand,Completed,5,1750.0,1811.0
STG-00776,WL-025,29,2022-01-16 13:14,113.0,Linear Gel,30/50 Ceramic,Completed,6,1811.0,1872.0
STG-00777,WL-025,30,2022-01-18 06:24,207.0,Slickwater,40/70 Sand,Completed,7,1872.0,1933.0
STG-00778,WL-025,31,2022-01-16 13:01,99.0,Linear Gel,20/40 RCP,Partial,8,1933.0,1995.0
STG-00779,WL-025,32,2022-01-19 05:38,99.0,Slickwater,40/70 Sand,Completed,4,1995.0,2056.0
STG-00780,WL-025,33,2022-01-17 05:52,238.0,Linear Gel,40/70 Sand,Completed,8,2056.0,2117.0
STG-00781,WL-025,34,2022-01-19 18:03,111.0,Slickwater,40/70 Sand,Completed,5,2117.0,2178.0
STG-00782,WL-025,35,2022-01-19 23:16,135.0,Hybrid,100 Mesh Sand,Completed,5,2178.0,2239.0
STG-00783,WL-025,36,2022-01-16 12:28,194.0,Slickwater,30/50 Ceramic,Completed,5,2239.0,2300.0
STG-00784,WL-025,37,2022-01-17 17:35,166.0,Linear Gel,20/40 RCP,Partial,4,2300.0,2361.0
STG-00785,WL-025,38,2022-01-19 18:36,212.0,Hybrid,30/50 Ceramic,Completed,7,2361.0,2422.0
STG-00786,WL-025,39,2022-01-19 13:43,136.0,Hybrid,20/40 RCP,Completed,8,2422.0,2483.0
STG-00787,WL-025,40,2022-01-19 13:30,169.0,Crosslinked Gel,40/70 Sand,Completed,6,2483.0,2545.0
STG-00788,WL-025,41,2022-01-20 17:52,110.0,Slickwater,30/50 Ceramic,Completed,4,2545.0,2606.0
STG-00789,WL-025,42,2022-01-19 02:32,157.0,Hybrid,40/70 Sand,Completed,5,2606.0,2667.0
STG-00790,WL-025,43,2022-01-20 15:34,145.0,Hybrid,30/50 Ceramic,Completed,7,2667.0,2728.0
STG-00791,WL-025,44,2022-01-20 03:12,214.0,Slickwater,20/40 RCP,Completed,5,2728.0,2789.0
STG-00792,WL-026,1,2018-10-15 00:00,205.0,Slickwater,40/70 Sand,Screen-out,6,100.0,149.0
STG-00793,WL-026,2,2018-10-15 04:49,152.0,Crosslinked Gel,30/50 Ceramic,Completed,7,149.0,198.0
STG-00794,WL-026,3,2018-10-15 11:22,93.0,Crosslinked Gel,20/40 RCP,Completed,6,198.0,246.0
STG-00795,WL-026,4,2018-10-15 10:57,204.0,Crosslinked Gel,20/40 RCP,Completed,8,246.0,295.0
STG-00796,WL-026,5,2018-10-15 13:13,170.0,Crosslinked Gel,30/50 Ceramic,Completed,6,295.0,344.0
STG-00797,WL-026,6,2018-10-16 01:15,92.0,Linear Gel,100 Mesh Sand,Screen-out,6,344.0,393.0
STG-00798,WL-026,7,2018-10-16 11:47,236.0,Crosslinked Gel,30/50 Ceramic,Completed,6,393.0,441.0
STG-00799,WL-026,8,2018-10-16 10:46,234.0,Crosslinked Gel,40/70 Sand,Completed,5,441.0,490.0
STG-00800,WL-026,9,2018-10-16 12:24,106.0,Hybrid,100 Mesh Sand,Completed,8,490.0,539.0
STG-00801,WL-026,10,2018-10-16 13:54,158.0,Crosslinked Gel,40/70 Sand,Completed,4,539.0,588.0
STG-00802,WL-026,11,2018-10-17 01:39,105.0,Crosslinked Gel,30/50 Ceramic,Completed,7,588.0,636.0
STG-00803,WL-026,12,2018-10-16 22:21,113.0,Slickwater,40/70 Sand,Completed,6,636.0,685.0
STG-00804,WL-026,13,2018-10-17 14:09,201.0,Hybrid,20/40 RCP,Completed,6,685.0,734.0
STG-00805,WL-026,14,2018-10-17 10:47,146.0,Hybrid,40/70 Sand,Completed,6,734.0,783.0
STG-00806,WL-026,15,2018-10-16 22:05,159.0,Hybrid,30/50 Ceramic,Completed,8,783.0,831.0
STG-00807,WL-026,16,2018-10-18 07:19,224.0,Hybrid,30/50 Ceramic,Screen-out,4,831.0,880.0
STG-00808,WL-026,17,2018-10-17 10:40,208.0,Hybrid,30/50 Ceramic,Completed,7,880.0,929.0
STG-00809,WL-026,18,2018-10-18 19:11,193.0,Crosslinked Gel,30/50 Ceramic,Completed,6,929.0,978.0
STG-00810,WL-026,19,2018-10-18 13:37,128.0,Linear Gel,100 Mesh Sand,Completed,7,978.0,1026.0
STG-00811,WL-026,20,2018-10-17 12:03,96.0,Slickwater,20/40 RCP,Completed,5,1026.0,1075.0
STG-00812,WL-026,21,2018-10-18 18:01,159.0,Linear Gel,30/50 Ceramic,Completed,7,1075.0,1124.0
STG-00813,WL-026,22,2018-10-17 18:24,189.0,Hybrid,40/70 Sand,Completed,5,1124.0,1173.0
STG-00814,WL-026,23,2018-10-18 16:36,186.0,Linear Gel,40/70 Sand,Completed,6,1173.0,1222.0
STG-00815,WL-026,24,2018-10-20 08:30,100.0,Hybrid,100 Mesh Sand,Completed,7,1222.0,1270.0
STG-00816,WL-026,25,2018-10-18 23:56,113.0,Hybrid,30/50 Ceramic,Completed,4,1270.0,1319.0
STG-00817,WL-026,26,2018-10-18 03:21,167.0,Crosslinked Gel,40/70 Sand,Completed,5,1319.0,1368.0
STG-00818,WL-026,27,2018-10-20 02:56,96.0,Hybrid,20/40 RCP,Completed,4,1368.0,1417.0
STG-00819,WL-026,28,2018-10-18 19:28,197.0,Linear Gel,20/40 RCP,Completed,7,1417.0,1465.0
STG-00820,WL-026,29,2018-10-20 00:02,101.0,Linear Gel,20/40 RCP,Completed,4,1465.0,1514.0
STG-00821,WL-026,30,2018-10-18 18:16,233.0,Hybrid,30/50 Ceramic,Completed,4,1514.0,1563.0
STG-00822,WL-026,31,2018-10-22 02:16,143.0,Hybrid,100 Mesh Sand,Completed,4,1563.0,1612.0
STG-00823,WL-026,32,2018-10-21 07:16,142.0,Hybrid,40/70 Sand,Completed,6,1612.0,1660.0
STG-00824,WL-026,33,2018-10-20 05:57,189.0,Slickwater,20/40 RCP,Completed,8,1660.0,1709.0
STG-00825,WL-026,34,2018-10-21 13:16,116.0,Hybrid,100 Mesh Sand,Completed,4,1709.0,1758.0
STG-00826,WL-026,35,2018-10-20 12:24,189.0,Crosslinked Gel,20/40 RCP,Completed,8,1758.0,1807.0
STG-00827,WL-026,36,2018-10-21 23:37,130.0,Crosslinked Gel,20/40 RCP,Completed,5,1807.0,1855.0
STG-00828,WL-026,37,2018-10-21 01:00,102.0,Linear Gel,30/50 Ceramic,Screen-out,5,1855.0,1904.0
STG-00829,WL-026,38,2018-10-20 09:18,134.0,Linear Gel,100 Mesh Sand,Completed,5,1904.0,1953.0
STG-00830,WL-027,1,2022-03-21 00:00,184.0,Hybrid,40/70 Sand,Completed,4,100.0,234.0
STG-00831,WL-027,2,2022-03-21 04:46,121.0,Hybrid,100 Mesh Sand,Completed,6,234.0,367.0
STG-00832,WL-027,3,2022-03-21 10:15,182.0,Slickwater,20/40 RCP,Completed,6,367.0,501.0
STG-00833,WL-027,4,2022-03-21 15:56,187.0,Slickwater,100 Mesh Sand,Completed,4,501.0,635.0
STG-00834,WL-027,5,2022-03-21 19:50,96.0,Slickwater,100 Mesh Sand,Screen-out,4,635.0,769.0
STG-00835,WL-027,6,2022-03-21 21:15,210.0,Linear Gel,100 Mesh Sand,Screen-out,8,769.0,902.0
STG-00836,WL-027,7,2022-03-21 22:32,237.0,Hybrid,40/70 Sand,Completed,4,902.0,1036.0
STG-00837,WL-027,8,2022-03-22 03:19,177.0,Slickwater,30/50 Ceramic,Completed,8,1036.0,1170.0
STG-00838,WL-027,9,2022-03-22 14:32,212.0,Hybrid,20/40 RCP,Screen-out,4,1170.0,1303.0
STG-00839,WL-027,10,2022-03-22 16:48,109.0,Slickwater,30/50 Ceramic,Completed,4,1303.0,1437.0
STG-00840,WL-027,11,2022-03-23 05:32,229.0,Linear Gel,40/70 Sand,Completed,8,1437.0,1571.0
STG-00841,WL-027,12,2022-03-22 15:35,146.0,Crosslinked Gel,40/70 Sand,Completed,6,1571.0,1705.0
STG-00842,WL-027,13,2022-03-23 13:19,156.0,Crosslinked Gel,40/70 Sand,Completed,4,1705.0,1838.0
STG-00843,WL-027,14,2022-03-23 12:22,231.0,Hybrid,20/40 RCP,Completed,6,1838.0,1972.0
STG-00844,WL-027,15,2022-03-23 03:50,108.0,Slickwater,100 Mesh Sand,Completed,4,1972.0,2106.0
STG-00845,WL-027,16,2022-03-24 10:35,223.0,Linear Gel,40/70 Sand,Completed,4,2106.0,2240.0
STG-00846,WL-027,17,2022-03-24 13:25,133.0,Slickwater,100 Mesh Sand,Completed,6,2240.0,2373.0
STG-00847,WL-027,18,2022-03-24 11:51,219.0,Linear Gel,30/50 Ceramic,Completed,6,2373.0,2507.0
STG-00848,WL-027,19,2022-03-24 07:04,228.0,Slickwater,40/70 Sand,Completed,4,2507.0,2641.0
STG-00849,WL-027,20,2022-03-25 09:34,203.0,Crosslinked Gel,30/50 Ceramic,Completed,7,2641.0,2774.0
STG-00850,WL-027,21,2022-03-25 08:18,216.0,Slickwater,100 Mesh Sand,Completed,4,2774.0,2908.0
STG-00851,WL-027,22,2022-03-25 20:40,206.0,Hybrid,30/50 Ceramic,Completed,6,2908.0,3042.0
STG-00852,WL-027,23,2022-03-26 05:02,117.0,Crosslinked Gel,100 Mesh Sand,Completed,6,3042.0,3176.0
STG-00853,WL-027,24,2022-03-26 05:13,238.0,Hybrid,100 Mesh Sand,Screen-out,7,3176.0,3309.0
STG-00854,WL-027,25,2022-03-25 04:49,96.0,Linear Gel,30/50 Ceramic,Completed,7,3309.0,3443.0
STG-00855,WL-028,1,2022-12-27 00:00,110.0,Linear Gel,40/70 Sand,Completed,4,100.0,155.0
STG-00856,WL-028,2,2022-12-27 03:23,213.0,Slickwater,40/70 Sand,Completed,4,155.0,209.0
STG-00857,WL-028,3,2022-12-27 08:29,166.0,Linear Gel,20/40 RCP,Completed,5,209.0,264.0
STG-00858,WL-028,4,2022-12-27 14:30,200.0,Crosslinked Gel,100 Mesh Sand,Completed,5,264.0,319.0
STG-00859,WL-028,5,2022-12-27 17:47,179.0,Linear Gel,100 Mesh Sand,Completed,7,319.0,374.0
STG-00860,WL-028,6,2022-12-27 21:36,135.0,Slickwater,30/50 Ceramic,Completed,6,374.0,428.0
STG-00861,WL-028,7,2022-12-27 18:13,193.0,Hybrid,30/50 Ceramic,Completed,8,428.0,483.0
STG-00862,WL-028,8,2022-12-28 07:59,185.0,Slickwater,20/40 RCP,Completed,5,483.0,538.0
STG-00863,WL-028,9,2022-12-28 11:33,114.0,Linear Gel,40/70 Sand,Completed,8,538.0,593.0
STG-00864,WL-028,10,2022-12-29 03:05,91.0,Slickwater,100 Mesh Sand,Completed,5,593.0,647.0
STG-00865,WL-028,11,2022-12-28 21:10,199.0,Linear Gel,20/40 RCP,Partial,5,647.0,702.0
STG-00866,WL-028,12,2022-12-28 11:28,105.0,Linear Gel,30/50 Ceramic,Completed,5,702.0,757.0
STG-00867,WL-028,13,2022-12-28 23:54,210.0,Crosslinked Gel,100 Mesh Sand,Completed,8,757.0,811.0
STG-00868,WL-028,14,2022-12-28 23:41,173.0,Linear Gel,20/40 RCP,Completed,5,811.0,866.0
STG-00869,WL-028,15,2022-12-28 21:18,182.0,Linear Gel,20/40 RCP,Completed,4,866.0,921.0
STG-00870,WL-028,16,2022-12-30 11:32,143.0,Linear Gel,30/50 Ceramic,Completed,4,921.0,976.0
STG-00871,WL-028,17,2022-12-30 23:04,173.0,Slickwater,100 Mesh Sand,Completed,7,976.0,1030.0
STG-00872,WL-028,18,2022-12-30 00:01,204.0,Slickwater,100 Mesh Sand,Completed,8,1030.0,1085.0
STG-00873,WL-028,19,2022-12-31 10:00,202.0,Crosslinked Gel,40/70 Sand,Completed,7,1085.0,1140.0
STG-00874,WL-028,20,2022-12-31 15:10,234.0,Crosslinked Gel,100 Mesh Sand,Completed,5,1140.0,1194.0
STG-00875,WL-028,21,2022-12-31 14:39,139.0,Crosslinked Gel,20/40 RCP,Completed,6,1194.0,1249.0
STG-00876,WL-028,22,2022-12-31 12:06,136.0,Slickwater,100 Mesh Sand,Completed,5,1249.0,1304.0
STG-00877,WL-028,23,2022-12-29 18:08,239.0,Crosslinked Gel,30/50 Ceramic,Completed,8,1304.0,1359.0
STG-00878,WL-028,24,2022-12-31 09:01,157.0,Slickwater,100 Mesh Sand,Completed,5,1359.0,1413.0
STG-00879,WL-028,25,2022-12-31 11:27,223.0,Linear Gel,100 Mesh Sand,Completed,6,1413.0,1468.0
STG-00880,WL-028,26,2023-01-01 00:48,149.0,Hybrid,100 Mesh Sand,Completed,7,1468.0,1523.0
STG-00881,WL-028,27,2022-12-30 22:48,194.0,Hybrid,30/50 Ceramic,Completed,4,1523.0,1578.0
STG-00882,WL-028,28,2023-01-01 22:19,183.0,Slickwater,100 Mesh Sand,Completed,7,1578.0,1632.0
STG-00883,WL-028,29,2023-01-01 02:25,209.0,Hybrid,20/40 RCP,Completed,4,1632.0,1687.0
STG-00884,WL-028,30,2023-01-01 13:08,178.0,Slickwater,20/40 RCP,Completed,8,1687.0,1742.0
STG-00885,WL-028,31,2023-01-01 13:27,186.0,Hybrid,40/70 Sand,Completed,5,1742.0,1796.0
STG-00886,WL-028,32,2022-12-31 06:37,177.0,Crosslinked Gel,20/40 RCP,Completed,7,1796.0,1851.0
STG-00887,WL-028,33,2023-01-03 22:01,174.0,Hybrid,30/50 Ceramic,Completed,7,1851.0,1906.0
STG-00888,WL-028,34,2023-01-04 02:23,191.0,Crosslinked Gel,20/40 RCP,Completed,5,1906.0,1961.0
STG-00889,WL-028,35,2022-12-31 20:05,130.0,Crosslinked Gel,30/50 Ceramic,Completed,8,1961.0,2015.0
STG-00890,WL-028,36,2023-01-03 03:25,165.0,Hybrid,40/70 Sand,Completed,8,2015.0,2070.0
STG-00891,WL-028,37,2023-01-03 17:09,99.0,Crosslinked Gel,40/70 Sand,Completed,5,2070.0,2125.0
STG-00892,WL-028,38,2023-01-02 22:55,208.0,Crosslinked Gel,100 Mesh Sand,Completed,6,2125.0,2180.0
STG-00893,WL-028,39,2023-01-03 10:05,208.0,Linear Gel,30/50 Ceramic,Completed,7,2180.0,2234.0
STG-00894,WL-028,40,2023-01-04 19:34,156.0,Slickwater,100 Mesh Sand,Completed,7,2234.0,2289.0
STG-00895,WL-029,1,2022-06-18 00:00,139.0,Slickwater,40/70 Sand,Completed,6,100.0,254.0
STG-00896,WL-029,2,2022-06-18 05:15,103.0,Hybrid,30/50 Ceramic,Completed,6,254.0,407.0
STG-00897,WL-029,3,2022-06-18 06:52,180.0,Slickwater,30/50 Ceramic,Completed,5,407.0,561.0
STG-00898,WL-029,4,2022-06-18 15:46,240.0,Slickwater,30/50 Ceramic,Screen-out,7,561.0,715.0
STG-00899,WL-029,5,2022-06-18 13:13,186.0,Hybrid,20/40 RCP,Completed,5,715.0,868.0
STG-00900,WL-029,6,2022-06-18 22:39,185.0,Crosslinked Gel,100 Mesh Sand,Completed,7,868.0,1022.0
STG-00901,WL-029,7,2022-06-19 00:58,108.0,Crosslinked Gel,100 Mesh Sand,Completed,4,1022.0,1175.0
STG-00902,WL-029,8,2022-06-19 12:37,216.0,Hybrid,20/40 RCP,Completed,5,1175.0,1329.0
STG-00903,WL-029,9,2022-06-19 21:52,176.0,Crosslinked Gel,40/70 Sand,Completed,5,1329.0,1483.0
STG-00904,WL-029,10,2022-06-19 10:56,118.0,Hybrid,100 Mesh Sand,Completed,5,1483.0,1636.0
STG-00905,WL-029,11,2022-06-20 10:52,140.0,Slickwater,20/40 RCP,Completed,4,1636.0,1790.0
STG-00906,WL-029,12,2022-06-19 23:08,94.0,Crosslinked Gel,40/70 Sand,Completed,5,1790.0,1944.0
STG-00907,WL-029,13,2022-06-20 09:01,131.0,Crosslinked Gel,100 Mesh Sand,Completed,6,1944.0,2097.0
STG-00908,WL-029,14,2022-06-20 09:11,135.0,Hybrid,100 Mesh Sand,Screen-out,5,2097.0,2251.0
STG-00909,WL-029,15,2022-06-21 09:00,129.0,Slickwater,30/50 Ceramic,Completed,7,2251.0,2405.0
STG-00910,WL-029,16,2022-06-21 08:32,221.0,Crosslinked Gel,100 Mesh Sand,Completed,6,2405.0,2558.0
STG-00911,WL-029,17,2022-06-21 01:13,118.0,Hybrid,100 Mesh Sand,Completed,8,2558.0,2712.0
STG-00912,WL-029,18,2022-06-20 11:07,159.0,Linear Gel,100 Mesh Sand,Completed,6,2712.0,2865.0
STG-00913,WL-029,19,2022-06-20 17:56,110.0,Hybrid,30/50 Ceramic,Completed,6,2865.0,3019.0
STG-00914,WL-029,20,2022-06-21 05:33,199.0,Hybrid,20/40 RCP,Completed,8,3019.0,3173.0
STG-00915,WL-029,21,2022-06-22 13:25,156.0,Slickwater,100 Mesh Sand,Completed,6,3173.0,3326.0
STG-00916,WL-029,22,2022-06-21 19:04,205.0,Hybrid,100 Mesh Sand,Completed,6,3326.0,3480.0
STG-00917,WL-030,1,2020-12-22 00:00,182.0,Slickwater,20/40 RCP,Completed,6,100.0,206.0
STG-00918,WL-030,2,2020-12-22 04:37,203.0,Crosslinked Gel,100 Mesh Sand,Completed,8,206.0,311.0
STG-00919,WL-030,3,2020-12-22 10:55,233.0,Crosslinked Gel,20/40 RCP,Completed,7,311.0,417.0
STG-00920,WL-030,4,2020-12-22 09:23,99.0,Hybrid,30/50 Ceramic,Completed,8,417.0,522.0
STG-00921,WL-030,5,2020-12-22 12:59,129.0,Slickwater,40/70 Sand,Completed,8,522.0,628.0
STG-00922,WL-030,6,2020-12-22 22:59,226.0,Slickwater,40/70 Sand,Completed,5,628.0,733.0
STG-00923,WL-030,7,2020-12-23 09:34,131.0,Linear Gel,100 Mesh Sand,Screen-out,5,733.0,839.0
STG-00924,WL-030,8,2020-12-23 08:17,157.0,Linear Gel,100 Mesh Sand,Completed,5,839.0,944.0
STG-00925,WL-030,9,2020-12-23 00:34,100.0,Crosslinked Gel,100 Mesh Sand,Completed,4,944.0,1050.0
STG-00926,WL-030,10,2020-12-23 04:58,95.0,Hybrid,30/50 Ceramic,Completed,8,1050.0,1155.0
STG-00927,WL-030,11,2020-12-23 08:06,226.0,Hybrid,30/50 Ceramic,Completed,7,1155.0,1261.0
STG-00928,WL-030,12,2020-12-23 21:48,170.0,Linear Gel,20/40 RCP,Screen-out,6,1261.0,1366.0
STG-00929,WL-030,13,2020-12-23 12:36,142.0,Slickwater,100 Mesh Sand,Screen-out,8,1366.0,1472.0
STG-00930,WL-030,14,2020-12-23 17:27,93.0,Slickwater,100 Mesh Sand,Completed,6,1472.0,1577.0
STG-00931,WL-030,15,2020-12-25 08:58,235.0,Slickwater,30/50 Ceramic,Completed,6,1577.0,1683.0
