param_id,stage_id,well_id,treating_pressure_psi,isip_psi,frac_closure_pressure_psi,net_pressure_psi,slurry_rate_bpm,max_rate_bpm,proppant_concentration_lb_gal,total_fluid_mgal,total_proppant_klb,fluid_efficiency_pct,breakdown_pressure_psi,friction_pressure_psi,bottomhole_pressure_psi
PRM-00535,STG-00536,WL-018,7048.0,4153.0,3639.0,3409.0,93.1,100.1,1.15,700.7,265.3,64.8,7932.0,1308.0,9272.0
PRM-00536,STG-00537,WL-018,7005.0,3850.0,3475.0,3530.0,77.1,85.1,2.28,316.0,493.1,70.3,7876.0,1701.0,9259.0
PRM-00537,STG-00538,WL-018,8219.0,3970.0,3535.0,4684.0,75.5,77.9,2.23,476.9,447.9,49.2,8980.0,1482.0,10462.0
PRM-00538,STG-00539,WL-018,7259.0,3687.0,3167.0,4092.0,99.3,108.1,1.28,734.0,206.3,59.0,8078.0,1891.0,8813.0
PRM-00539,STG-00540,WL-019,6198.0,3269.0,2819.0,3379.0,80.2,81.4,0.8,633.3,215.3,59.4,6691.0,1602.0,7872.0
PRM-00540,STG-00541,WL-019,6924.0,3334.0,3008.0,3916.0,79.7,90.4,0.54,589.1,428.0,41.6,8105.0,2467.0,8551.0
PRM-00541,STG-00542,WL-019,6599.0,3364.0,3047.0,3552.0,66.8,70.9,1.01,462.4,275.0,72.9,7054.0,2758.0,8330.0
PRM-00542,STG-00543,WL-019,6951.0,3277.0,2971.0,3980.0,94.3,101.0,1.12,646.4,423.3,54.8,8062.0,1340.0,9119.0
PRM-00543,STG-00544,WL-019,8431.0,4927.0,4403.0,4028.0,62.3,66.1,0.78,230.3,444.9,40.5,9493.0,1402.0,10408.0
PRM-00544,STG-00545,WL-019,6874.0,3589.0,3200.0,3674.0,99.7,111.2,1.87,763.8,491.7,36.6,7344.0,1525.0,8776.0
PRM-00545,STG-00546,WL-019,8183.0,4720.0,4289.0,3894.0,73.9,77.9,1.81,519.0,442.2,58.1,9012.0,1334.0,10676.0
PRM-00546,STG-00547,WL-019,7206.0,3946.0,3489.0,3717.0,73.2,77.7,1.28,265.6,274.6,63.8,8119.0,2710.0,8748.0
PRM-00547,STG-00548,WL-019,8062.0,4236.0,3844.0,4218.0,83.4,94.1,2.34,540.8,194.8,44.7,9525.0,1230.0,10294.0
PRM-00548,STG-00549,WL-019,7656.0,3949.0,3368.0,4288.0,61.8,68.2,2.34,249.2,352.6,54.3,8182.0,1543.0,9220.0
PRM-00549,STG-00550,WL-019,7930.0,4252.0,3980.0,3950.0,84.9,92.7,1.51,285.3,482.6,35.5,9153.0,1869.0,9996.0
PRM-00550,STG-00551,WL-019,6448.0,3789.0,3571.0,2877.0,65.4,66.5,1.84,285.7,178.0,38.8,7092.0,1798.0,8162.0
PRM-00551,STG-00552,WL-019,8548.0,4597.0,4280.0,4268.0,77.7,85.7,0.57,357.7,296.2,64.0,9871.0,1698.0,10148.0
PRM-00552,STG-00553,WL-019,8115.0,4845.0,4274.0,3841.0,79.8,86.7,0.52,246.7,228.9,38.0,9669.0,1784.0,10528.0
PRM-00553,STG-00554,WL-019,7078.0,4014.0,3668.0,3410.0,90.2,98.7,1.71,451.6,411.3,57.1,8479.0,2372.0,9355.0
PRM-00554,STG-00555,WL-019,7253.0,3355.0,3001.0,4252.0,79.3,86.1,1.53,479.6,487.1,56.1,7657.0,2184.0,9581.0
PRM-00555,STG-00556,WL-019,7824.0,3706.0,3196.0,4628.0,83.8,96.1,1.69,546.2,237.9,50.7,8482.0,1474.0,9992.0
PRM-00556,STG-00557,WL-019,8784.0,4069.0,3647.0,5137.0,95.7,101.3,1.28,665.6,293.8,69.5,10448.0,1686.0,11148.0
PRM-00557,STG-00558,WL-019,8479.0,4810.0,4221.0,4258.0,97.2,109.2,0.99,529.1,392.6,35.2,9621.0,1743.0,10302.0
PRM-00558,STG-00559,WL-019,8274.0,4479.0,4009.0,4265.0,94.1,94.3,1.03,398.4,371.1,57.3,9509.0,2147.0,10510.0
PRM-00559,STG-00560,WL-019,7819.0,4189.0,3676.0,4143.0,62.7,63.4,0.73,233.8,399.9,52.2,8860.0,1726.0,10039.0
PRM-00560,STG-00561,WL-019,6402.0,3606.0,3069.0,3333.0,85.9,94.9,1.77,528.2,383.8,50.0,7627.0,2509.0,8490.0
PRM-00561,STG-00562,WL-019,8444.0,4119.0,3623.0,4821.0,68.1,73.4,1.18,398.1,355.0,41.6,10105.0,1373.0,10876.0
PRM-00562,STG-00563,WL-020,7542.0,4214.0,3709.0,3833.0,77.4,84.1,1.76,361.5,304.0,54.9,8575.0,1659.0,9409.0
PRM-00563,STG-00564,WL-020,8192.0,3789.0,3260.0,4932.0,62.1,69.7,1.01,214.9,204.2,36.6,9411.0,1636.0,10564.0
PRM-00564,STG-00565,WL-020,5952.0,3141.0,2983.0,2969.0,75.3,80.1,1.63,240.4,219.3,48.9,6884.0,1782.0,8285.0
PRM-00565,STG-00566,WL-020,7381.0,3824.0,3532.0,3849.0,88.8,91.6,0.71,447.6,493.5,40.8,8100.0,2762.0,9138.0
PRM-00566,STG-00567,WL-020,7118.0,3627.0,3380.0,3738.0,82.9,89.7,2.41,487.5,370.0,36.6,7810.0,2121.0,9569.0
PRM-00567,STG-00568,WL-020,7464.0,4321.0,4071.0,3393.0,69.1,77.9,0.94,487.6,251.8,66.0,8277.0,2007.0,9428.0
PRM-00568,STG-00569,WL-020,7527.0,3422.0,3053.0,4474.0,65.3,70.4,2.27,252.3,458.1,49.8,8740.0,2455.0,9790.0
PRM-00569,STG-00570,WL-020,6155.0,3437.0,3035.0,3120.0,68.2,75.9,1.18,423.9,352.5,48.2,6590.0,1838.0,8635.0
PRM-00570,STG-00571,WL-020,10238.0,5272.0,4752.0,5486.0,32.1,36.3,1.48,102.5,439.5,46.6,10882.0,2699.0,12116.0
PRM-00571,STG-00572,WL-020,6428.0,3448.0,2977.0,3451.0,91.7,95.7,1.15,301.9,444.8,40.8,7532.0,1556.0,8645.0
PRM-00572,STG-00573,WL-020,7534.0,4001.0,3642.0,3892.0,78.4,90.0,1.15,516.3,354.6,72.5,8885.0,2623.0,9502.0
PRM-00573,STG-00574,WL-020,8049.0,4416.0,3937.0,4112.0,95.8,104.4,1.29,634.1,536.8,63.4,9599.0,1591.0,10295.0
PRM-00574,STG-00575,WL-020,6105.0,3458.0,3106.0,2999.0,82.1,89.7,1.82,389.0,297.4,51.2,6592.0,2739.0,8116.0
PRM-00575,STG-00576,WL-020,7625.0,4271.0,3805.0,3820.0,76.4,82.6,1.21,261.8,329.0,56.7,8575.0,1416.0,9621.0
PRM-00576,STG-00577,WL-020,7454.0,4397.0,4137.0,3317.0,84.2,92.3,1.82,486.6,327.0,65.8,8239.0,2736.0,9774.0
PRM-00577,STG-00578,WL-020,7459.0,4312.0,3782.0,3677.0,66.9,75.5,1.04,355.2,283.4,36.3,7917.0,1638.0,9159.0
PRM-00578,STG-00579,WL-020,8059.0,4307.0,3710.0,4349.0,60.2,66.3,1.36,341.8,329.2,63.1,9333.0,2366.0,9559.0
PRM-00579,STG-00580,WL-020,6997.0,4150.0,3915.0,3082.0,92.6,103.8,2.31,317.4,182.2,68.5,7445.0,2382.0,9457.0
PRM-00580,STG-00581,WL-020,8075.0,4779.0,4508.0,3567.0,77.7,78.6,1.7,331.6,354.9,55.0,9311.0,2467.0,10158.0
PRM-00581,STG-00582,WL-020,8956.0,5251.0,4476.0,4480.0,97.7,102.5,0.63,725.5,327.2,56.5,10627.0,2554.0,10583.0
PRM-00582,STG-00583,WL-020,7646.0,4051.0,3606.0,4040.0,70.7,80.1,2.3,560.6,523.9,50.4,8873.0,1962.0,9269.0
PRM-00583,STG-00584,WL-020,6833.0,4026.0,3430.0,3403.0,78.2,79.4,1.97,307.4,314.0,54.8,7882.0,1736.0,9028.0
PRM-00584,STG-00585,WL-020,8360.0,4380.0,3810.0,4550.0,96.6,101.1,1.48,613.4,345.1,36.7,9572.0,1598.0,10164.0
PRM-00585,STG-00586,WL-020,8338.0,4716.0,4374.0,3964.0,73.1,74.5,0.98,424.9,239.7,53.2,9389.0,2300.0,10471.0
PRM-00586,STG-00587,WL-020,6660.0,3143.0,2880.0,3780.0,71.6,75.7,1.12,298.3,372.0,63.8,7329.0,1664.0,8701.0
PRM-00587,STG-00588,WL-020,6722.0,3049.0,2812.0,3910.0,63.2,64.0,1.34,501.2,529.8,68.9,7796.0,2178.0,9042.0
PRM-00588,STG-00589,WL-020,6399.0,3371.0,3185.0,3214.0,82.0,93.1,1.58,330.6,388.1,70.0,7488.0,2709.0,7997.0
PRM-00589,STG-00590,WL-020,7121.0,3488.0,3226.0,3895.0,79.8,81.5,2.19,270.8,365.7,45.1,8259.0,1464.0,8972.0
PRM-00590,STG-00591,WL-020,6842.0,3806.0,3541.0,3301.0,74.7,78.8,1.61,323.8,213.8,60.9,7929.0,1535.0,9227.0
PRM-00591,STG-00592,WL-020,6470.0,3510.0,3249.0,3221.0,77.1,79.5,0.86,569.9,529.5,48.5,7579.0,2313.0,8736.0
PRM-00592,STG-00593,WL-020,8882.0,4512.0,3975.0,4907.0,68.5,73.2,1.77,462.6,542.2,62.0,10048.0,2549.0,11144.0
PRM-00593,STG-00594,WL-020,7125.0,3269.0,2992.0,4133.0,99.9,112.7,2.0,476.6,500.1,39.5,7853.0,2602.0,8827.0
PRM-00594,STG-00595,WL-020,7247.0,4190.0,3737.0,3510.0,87.5,90.0,1.54,699.7,487.5,46.4,8158.0,2050.0,9553.0
PRM-00595,STG-00596,WL-020,7751.0,4408.0,3769.0,3982.0,83.3,94.2,2.06,615.8,248.2,38.0,8425.0,2313.0,9660.0
PRM-00596,STG-00597,WL-021,7200.0,3253.0,2939.0,4261.0,72.0,81.5,1.66,377.4,317.3,71.5,7847.0,1939.0,9249.0
PRM-00597,STG-00598,WL-021,8060.0,4774.0,4238.0,3822.0,99.9,100.0,0.97,547.1,448.8,35.4,9020.0,1981.0,9583.0
PRM-00598,STG-00599,WL-021,6593.0,3521.0,3075.0,3518.0,72.0,77.8,0.83,544.3,329.0,43.0,7425.0,1452.0,8764.0
PRM-00599,STG-00600,WL-021,8323.0,4687.0,4264.0,4059.0,64.4,67.0,1.44,285.6,202.9,56.1,9385.0,2679.0,10372.0
PRM-00600,STG-00601,WL-021,6075.0,3599.0,3215.0,2860.0,91.1,102.4,1.07,694.8,492.8,67.9,6551.0,2322.0,7866.0
PRM-00601,STG-00602,WL-021,8702.0,4304.0,3659.0,5043.0,71.9,79.6,1.95,442.1,262.5,41.8,9273.0,1580.0,10582.0
PRM-00602,STG-00603,WL-021,7015.0,4178.0,3739.0,3276.0,88.6,96.9,1.15,595.4,295.8,40.9,7565.0,2575.0,8771.0
PRM-00603,STG-00604,WL-021,7474.0,3790.0,3481.0,3993.0,94.9,95.2,1.83,628.2,304.4,64.4,8394.0,2501.0,9929.0
PRM-00604,STG-00605,WL-021,5704.0,2965.0,2792.0,2912.0,87.6,98.3,2.27,344.4,253.9,74.2,6742.0,1648.0,7310.0
PRM-00605,STG-00606,WL-021,7656.0,3574.0,3359.0,4297.0,71.6,78.3,1.73,567.8,477.8,35.2,8253.0,1360.0,9519.0
PRM-00606,STG-00607,WL-021,7018.0,3525.0,3171.0,3847.0,67.2,71.5,1.79,492.2,350.4,73.2,7595.0,2027.0,9254.0
PRM-00607,STG-00608,WL-021,7501.0,4002.0,3437.0,4064.0,97.2,106.1,1.26,414.8,350.1,46.5,8056.0,2071.0,9533.0
PRM-00608,STG-00609,WL-021,7674.0,4171.0,3766.0,3908.0,67.6,71.6,1.44,356.6,446.3,47.9,8760.0,2703.0,9846.0
PRM-00609,STG-00610,WL-021,7128.0,3288.0,3120.0,4008.0,78.4,89.6,2.28,379.3,211.8,38.1,8482.0,1781.0,9473.0
PRM-00610,STG-00611,WL-021,6312.0,3441.0,2989.0,3323.0,91.0,95.7,0.57,351.6,398.7,48.9,7072.0,1735.0,7919.0
PRM-00611,STG-00612,WL-021,5860.0,2765.0,2382.0,3478.0,61.3,70.0,1.44,484.0,534.1,64.3,6713.0,2232.0,8187.0
PRM-00612,STG-00613,WL-021,7509.0,4164.0,3827.0,3682.0,83.5,90.2,2.17,530.3,203.5,50.2,8268.0,2193.0,9900.0
PRM-00613,STG-00614,WL-021,6715.0,3522.0,3015.0,3700.0,93.0,93.7,1.3,643.7,214.7,50.2,7390.0,2349.0,8958.0
PRM-00614,STG-00615,WL-021,7790.0,3674.0,3189.0,4601.0,65.4,69.4,2.39,516.4,477.8,49.2,9104.0,2016.0,9418.0
PRM-00615,STG-00616,WL-021,6123.0,3434.0,3090.0,3033.0,75.9,79.8,1.03,318.8,317.1,44.7,6795.0,1231.0,8395.0
PRM-00616,STG-00617,WL-021,8451.0,4835.0,4448.0,4003.0,79.7,82.6,0.91,308.0,452.7,71.1,9006.0,2772.0,10811.0
PRM-00617,STG-00618,WL-021,8034.0,4444.0,3974.0,4060.0,97.5,98.5,1.94,461.9,247.7,50.6,9329.0,1818.0,9864.0
PRM-00618,STG-00619,WL-021,8295.0,3792.0,3263.0,5032.0,75.4,82.9,0.82,392.7,437.0,46.4,8957.0,2698.0,9814.0
PRM-00619,STG-00620,WL-021,7704.0,3973.0,3505.0,4199.0,60.9,62.1,1.47,374.5,364.1,50.1,8866.0,2452.0,9735.0
PRM-00620,STG-00621,WL-021,6450.0,3180.0,2868.0,3582.0,66.5,72.1,1.0,257.0,260.7,72.8,6962.0,2227.0,8767.0
PRM-00621,STG-00622,WL-021,7815.0,4173.0,3675.0,4140.0,70.2,78.0,1.03,226.4,191.1,36.9,8463.0,2330.0,10098.0
PRM-00622,STG-00623,WL-021,8982.0,4565.0,4313.0,4669.0,66.4,67.1,1.3,423.9,393.7,55.3,9874.0,2013.0,10506.0
PRM-00623,STG-00624,WL-021,7166.0,3561.0,3129.0,4037.0,92.8,96.9,1.61,676.6,345.2,50.3,8422.0,2748.0,9105.0
PRM-00624,STG-00625,WL-021,8367.0,4301.0,3885.0,4482.0,82.1,92.1,0.96,491.0,455.0,66.2,9055.0,2345.0,10667.0
PRM-00625,STG-00626,WL-021,7233.0,3630.0,3213.0,4020.0,66.9,72.5,0.51,272.0,345.4,42.5,8527.0,1612.0,8959.0
PRM-00626,STG-00627,WL-021,7328.0,3534.0,3276.0,4052.0,70.9,75.8,0.84,309.7,445.6,63.6,8503.0,1421.0,9794.0
PRM-00627,STG-00628,WL-021,6919.0,3966.0,3426.0,3493.0,36.1,40.2,0.87,206.2,223.5,53.8,8078.0,2394.0,9024.0
PRM-00628,STG-00629,WL-021,8325.0,3758.0,3294.0,5031.0,61.3,67.6,2.2,197.7,432.7,66.7,9124.0,1258.0,10758.0
PRM-00629,STG-00630,WL-021,8673.0,4352.0,3796.0,4877.0,33.2,34.5,1.48,176.3,464.4,44.7,10397.0,1516.0,10749.0
PRM-00630,STG-00631,WL-021,7302.0,3980.0,3688.0,3614.0,90.4,95.0,2.47,416.1,244.0,42.0,8129.0,2470.0,9267.0
PRM-00631,STG-00632,WL-021,7767.0,4121.0,3653.0,4114.0,99.8,105.7,1.3,321.9,407.0,62.8,9248.0,2068.0,10035.0
PRM-00632,STG-00633,WL-021,9477.0,4624.0,4168.0,5309.0,45.5,49.4,0.53,363.9,275.5,72.0,10868.0,1864.0,11907.0
PRM-00633,STG-00634,WL-021,9801.0,5564.0,5041.0,4760.0,36.0,40.3,0.76,110.1,429.6,64.6,11210.0,2778.0,11835.0
PRM-00634,STG-00635,WL-021,8148.0,4836.0,4287.0,3861.0,87.9,92.6,1.69,549.3,348.9,60.5,9474.0,2286.0,9846.0
PRM-00635,STG-00636,WL-021,6920.0,3627.0,3363.0,3557.0,91.7,100.8,1.45,486.8,377.5,51.4,8195.0,1460.0,9416.0
PRM-00636,STG-00637,WL-021,7268.0,4066.0,3576.0,3692.0,92.4,102.2,2.22,506.1,548.0,39.6,8075.0,2557.0,9136.0
PRM-00637,STG-00638,WL-021,7855.0,4231.0,3620.0,4235.0,80.2,87.1,1.79,299.1,541.0,69.5,8815.0,1326.0,9916.0
PRM-00638,STG-00639,WL-022,6760.0,3903.0,3588.0,3172.0,80.9,81.0,2.37,369.7,478.4,52.1,7298.0,2657.0,8435.0
PRM-00639,STG-00640,WL-022,7140.0,3519.0,3202.0,3938.0,80.7,81.8,1.03,325.4,255.0,37.3,7896.0,2353.0,9195.0
PRM-00640,STG-00641,WL-022,8811.0,4448.0,4177.0,4634.0,97.4,109.1,0.61,769.1,428.7,42.4,9643.0,2347.0,10395.0
PRM-00641,STG-00642,WL-022,5962.0,3409.0,3142.0,2820.0,88.8,97.9,1.96,569.9,213.9,68.2,6297.0,1237.0,7835.0
PRM-00642,STG-00643,WL-022,7653.0,4497.0,3898.0,3755.0,75.7,76.0,2.19,559.6,176.5,48.1,9078.0,1355.0,9759.0
PRM-00643,STG-00644,WL-022,6580.0,3407.0,2906.0,3674.0,97.5,103.8,0.75,635.5,255.8,46.1,7768.0,2168.0,8694.0
PRM-00644,STG-00645,WL-022,6787.0,3507.0,3270.0,3517.0,100.0,101.5,2.17,779.5,511.2,44.1,7130.0,1686.0,8396.0
PRM-00645,STG-00646,WL-022,7556.0,3936.0,3715.0,3841.0,87.1,87.8,2.25,482.9,457.2,35.5,8683.0,1663.0,9310.0
PRM-00646,STG-00647,WL-022,6535.0,3442.0,3059.0,3476.0,77.6,80.5,1.52,573.6,428.5,41.6,7204.0,2387.0,8792.0
PRM-00647,STG-00648,WL-022,9091.0,5000.0,4492.0,4599.0,37.0,40.1,1.68,118.1,390.2,54.7,10317.0,2345.0,10701.0
PRM-00648,STG-00649,WL-022,7034.0,3236.0,2894.0,4140.0,99.0,101.8,2.41,642.0,199.0,54.4,8262.0,2721.0,9168.0
PRM-00649,STG-00650,WL-022,7819.0,3934.0,3686.0,4133.0,84.1,91.1,1.12,344.7,517.4,48.0,8554.0,1253.0,10135.0
PRM-00650,STG-00651,WL-022,5952.0,3099.0,2912.0,3040.0,92.7,105.9,0.75,464.1,497.8,50.9,6443.0,1798.0,7785.0
PRM-00651,STG-00652,WL-022,7061.0,3364.0,2870.0,4191.0,84.3,92.4,1.45,300.2,500.8,65.5,8218.0,2618.0,9290.0
PRM-00652,STG-00653,WL-022,7330.0,3852.0,3313.0,4017.0,60.6,63.0,0.51,488.7,266.4,42.1,7728.0,2655.0,8838.0
PRM-00653,STG-00654,WL-022,7934.0,4446.0,4070.0,3864.0,66.1,72.8,2.32,526.4,511.0,35.2,9503.0,2605.0,10329.0
PRM-00654,STG-00655,WL-022,6495.0,3793.0,3574.0,2921.0,71.7,73.2,1.63,532.4,213.7,44.0,7364.0,2423.0,8614.0
PRM-00655,STG-00656,WL-022,8531.0,4136.0,3851.0,4680.0,60.0,64.1,2.01,352.8,545.6,71.2,9482.0,2040.0,10508.0
PRM-00656,STG-00657,WL-022,8696.0,4600.0,4178.0,4518.0,72.7,75.2,1.02,542.3,190.5,40.9,9984.0,2290.0,10948.0
PRM-00657,STG-00658,WL-022,7272.0,3822.0,3492.0,3780.0,95.8,100.2,2.37,447.4,479.0,74.3,7935.0,1524.0,9214.0
PRM-00658,STG-00659,WL-022,8582.0,4706.0,4337.0,4245.0,79.9,84.9,0.56,566.5,405.8,65.3,9303.0,1554.0,10243.0
PRM-00659,STG-00660,WL-022,9180.0,4643.0,4220.0,4960.0,93.9,104.1,2.16,662.6,319.8,44.6,9871.0,2755.0,11298.0
PRM-00660,STG-00661,WL-022,6710.0,3282.0,2876.0,3834.0,80.5,80.9,1.14,576.1,239.2,63.2,7541.0,1351.0,8382.0
PRM-00661,STG-00662,WL-022,8078.0,3759.0,3203.0,4875.0,84.5,87.7,0.69,488.3,459.1,70.6,9353.0,1317.0,10399.0
PRM-00662,STG-00663,WL-022,8467.0,4573.0,4172.0,4295.0,87.3,93.3,2.49,407.7,263.4,36.6,8909.0,1391.0,10616.0
PRM-00663,STG-00664,WL-022,7481.0,4003.0,3773.0,3708.0,82.1,87.0,0.56,411.0,352.3,60.0,8730.0,2454.0,9500.0
PRM-00664,STG-00665,WL-022,7250.0,4229.0,3931.0,3319.0,69.6,74.0,1.06,346.1,196.3,44.2,7865.0,2642.0,9584.0
PRM-00665,STG-00666,WL-022,8325.0,4437.0,4178.0,4147.0,84.6,86.2,1.45,358.2,323.2,51.7,9172.0,1997.0,10283.0
PRM-00666,STG-00667,WL-022,6586.0,3471.0,3215.0,3371.0,69.7,74.2,0.87,290.4,200.7,60.1,7634.0,2287.0,8557.0
PRM-00667,STG-00668,WL-022,7548.0,3836.0,3586.0,3962.0,75.0,84.8,1.78,456.1,361.8,41.8,8080.0,2209.0,9349.0
PRM-00668,STG-00669,WL-022,8263.0,3968.0,3494.0,4769.0,69.4,72.7,1.54,426.7,240.9,41.4,8930.0,2462.0,9930.0
PRM-00669,STG-00670,WL-022,8131.0,3694.0,3184.0,4947.0,85.2,92.5,2.45,420.8,300.5,71.3,9494.0,2196.0,9946.0
PRM-00670,STG-00671,WL-022,6795.0,3750.0,3194.0,3601.0,89.0,96.3,2.43,502.4,274.0,63.3,7940.0,1510.0,8557.0
PRM-00671,STG-00672,WL-022,7572.0,3990.0,3711.0,3861.0,73.2,79.6,2.22,231.2,353.9,65.9,8328.0,2530.0,9347.0
PRM-00672,STG-00673,WL-022,6333.0,3302.0,2860.0,3473.0,72.7,81.3,1.03,359.1,538.8,74.4,6669.0,2318.0,8086.0
PRM-00673,STG-00674,WL-022,7688.0,3506.0,3186.0,4502.0,76.1,81.8,2.37,452.6,180.8,69.9,8169.0,2290.0,9868.0
PRM-00674,STG-00675,WL-022,7848.0,4501.0,3965.0,3883.0,61.7,65.9,1.44,375.2,325.5,50.4,8749.0,2767.0,9437.0
PRM-00675,STG-00676,WL-022,7633.0,4491.0,3979.0,3654.0,79.2,84.3,1.75,564.2,487.5,51.4,8444.0,2681.0,9962.0
PRM-00676,STG-00677,WL-022,6789.0,3686.0,3250.0,3539.0,65.7,72.4,1.54,514.4,179.1,54.4,8125.0,2599.0,8648.0
PRM-00677,STG-00678,WL-023,7372.0,3368.0,2906.0,4466.0,93.8,107.8,2.32,375.0,483.9,45.3,8541.0,2653.0,9108.0
PRM-00678,STG-00679,WL-023,7282.0,4343.0,4000.0,3282.0,71.3,77.0,2.41,448.0,196.4,54.1,7890.0,2329.0,8973.0
PRM-00679,STG-00680,WL-023,7968.0,4246.0,3694.0,4274.0,70.1,72.6,2.41,299.1,187.1,51.6,8645.0,1986.0,10340.0
PRM-00680,STG-00681,WL-023,10302.0,4773.0,4176.0,6126.0,50.8,54.0,0.83,169.0,471.1,49.0,12144.0,1402.0,12368.0
PRM-00681,STG-00682,WL-023,8832.0,4163.0,3742.0,5090.0,88.2,100.5,2.31,423.8,339.2,55.8,9920.0,2125.0,11021.0
PRM-00682,STG-00683,WL-023,6897.0,3917.0,3674.0,3223.0,75.1,85.1,0.7,411.3,413.9,73.3,8140.0,1203.0,8777.0
PRM-00683,STG-00684,WL-023,7409.0,4244.0,3762.0,3647.0,74.7,84.8,1.7,333.8,403.6,55.1,8296.0,2796.0,9403.0
PRM-00684,STG-00685,WL-023,7543.0,4315.0,3777.0,3766.0,91.1,102.9,2.08,642.8,441.7,70.7,8140.0,1409.0,10019.0
PRM-00685,STG-00686,WL-023,6439.0,3736.0,3417.0,3022.0,95.7,103.5,2.27,440.5,379.4,37.0,7481.0,2009.0,8587.0
PRM-00686,STG-00687,WL-023,4431.0,2108.0,1997.0,2434.0,71.1,72.7,0.82,470.6,249.7,45.8,5045.0,2176.0,6085.0
PRM-00687,STG-00688,WL-023,8489.0,4831.0,4559.0,3930.0,91.4,102.7,0.97,466.8,284.6,62.9,9018.0,1869.0,10548.0
PRM-00688,STG-00689,WL-023,7323.0,3956.0,3491.0,3832.0,73.1,82.3,2.06,287.4,491.3,39.1,8609.0,1444.0,8906.0
PRM-00689,STG-00690,WL-023,6434.0,3515.0,3089.0,3345.0,78.9,84.8,2.32,310.2,312.5,53.2,7088.0,2310.0,8694.0
PRM-00690,STG-00691,WL-023,8231.0,4191.0,3868.0,4363.0,87.1,99.5,1.45,573.6,548.8,68.4,9757.0,2503.0,10190.0
PRM-00691,STG-00692,WL-023,6710.0,3273.0,2947.0,3763.0,74.8,80.7,0.54,439.8,372.7,74.0,7963.0,1459.0,8579.0
PRM-00692,STG-00693,WL-023,5996.0,3416.0,3179.0,2817.0,81.0,82.6,1.64,636.9,496.1,63.6,6687.0,1671.0,7546.0
PRM-00693,STG-00694,WL-023,6680.0,3494.0,3239.0,3441.0,74.2,76.9,1.0,526.0,436.7,37.0,7864.0,1216.0,9117.0
PRM-00694,STG-00695,WL-023,6319.0,3077.0,2804.0,3515.0,60.4,61.9,0.97,196.9,228.0,56.1,7194.0,1677.0,7854.0
PRM-00695,STG-00696,WL-023,8346.0,3802.0,3534.0,4812.0,61.1,65.1,1.98,478.3,295.6,53.1,9405.0,2341.0,10120.0
PRM-00696,STG-00697,WL-023,7621.0,3803.0,3468.0,4153.0,77.7,84.0,1.79,556.1,361.6,64.6,8809.0,2055.0,9800.0
PRM-00697,STG-00698,WL-023,6681.0,3882.0,3526.0,3155.0,77.3,78.1,1.33,322.1,462.8,70.7,7046.0,2397.0,8940.0
PRM-00698,STG-00699,WL-023,6361.0,3178.0,2735.0,3626.0,63.6,69.4,1.63,388.9,355.9,64.5,7411.0,2649.0,8270.0
PRM-00699,STG-00700,WL-023,9029.0,5354.0,4784.0,4245.0,94.6,100.3,1.09,686.6,236.1,58.0,10271.0,2400.0,11039.0
PRM-00700,STG-00701,WL-023,7372.0,3369.0,3176.0,4196.0,88.2,96.0,2.2,423.8,339.0,60.2,8675.0,1675.0,9226.0
PRM-00701,STG-00702,WL-023,7305.0,4280.0,3693.0,3612.0,96.0,107.9,2.45,667.7,514.4,51.4,8756.0,1956.0,9359.0
PRM-00702,STG-00703,WL-023,5908.0,2725.0,2528.0,3380.0,95.8,104.8,2.11,685.6,228.7,51.4,6429.0,2576.0,8108.0
PRM-00703,STG-00704,WL-023,7766.0,4133.0,3593.0,4173.0,84.4,87.0,0.68,538.8,354.0,61.5,9216.0,1846.0,9474.0
PRM-00704,STG-00705,WL-024,8202.0,4612.0,3985.0,4217.0,94.8,99.8,1.57,586.1,458.2,50.6,9241.0,2687.0,10576.0
PRM-00705,STG-00706,WL-024,7781.0,3658.0,3334.0,4447.0,66.9,76.0,1.22,400.1,285.3,73.5,8933.0,2541.0,9806.0
PRM-00706,STG-00707,WL-024,7599.0,4052.0,3592.0,4007.0,89.7,102.6,0.94,605.8,314.4,52.8,8840.0,2401.0,9365.0
PRM-00707,STG-00708,WL-024,6333.0,3393.0,2957.0,3376.0,95.8,96.9,1.45,395.9,530.6,70.7,7455.0,2788.0,8512.0
PRM-00708,STG-00709,WL-024,7687.0,3900.0,3489.0,4198.0,97.4,105.7,1.36,307.6,378.3,53.8,8127.0,2611.0,9631.0
PRM-00709,STG-00710,WL-024,8432.0,4539.0,4178.0,4254.0,65.6,66.6,0.51,399.0,268.3,71.4,9126.0,1527.0,10114.0
PRM-00710,STG-00711,WL-024,7730.0,3697.0,3234.0,4496.0,71.4,79.2,1.45,299.9,534.0,52.6,8462.0,1929.0,9301.0
PRM-00711,STG-00712,WL-024,8255.0,4704.0,4448.0,3807.0,69.7,71.7,1.95,419.2,202.0,70.3,9670.0,2749.0,10233.0
PRM-00712,STG-00713,WL-024,6863.0,3278.0,2818.0,4045.0,77.7,84.6,0.83,621.4,544.4,60.1,7760.0,2259.0,8479.0
PRM-00713,STG-00714,WL-024,8620.0,4597.0,4355.0,4265.0,71.5,71.9,2.38,466.1,462.0,46.4,9304.0,1218.0,10362.0
