pdat_id,stage_id,well_id,test_type,closure_pressure_psi,reservoir_pressure_psi,permeability_nd,fracture_gradient_psi_ft,skin_factor,leakoff_coefficient_Cw,contact_half_length_m,fracture_height_m,pdat_analyst,analysis_date,formation,aspect_ratio
PDT-00502,STG-00503,WL-017,StepRate,6483.0,6399.0,0.011642,0.723,-1.45,0.00155,186.0,78.0,R. Perez,2022-08-12,Organico,0.419
PDT-00503,STG-00504,WL-017,DFIT,4812.0,5726.0,0.018141,0.694,-1.45,0.00081,329.0,57.0,S. Dottori,2022-08-12,Organico,0.173
PDT-00504,STG-00505,WL-017,Minifrac,5938.0,4504.0,0.045628,0.654,-2.43,0.00378,195.0,32.0,S. Dottori,2022-08-11,Organico,0.164
PDT-00505,STG-00506,WL-017,StepRate,6954.0,4771.0,0.01844,0.846,1.03,0.0007,235.0,46.0,S. Dottori,2022-08-11,Organico,0.196
PDT-00506,STG-00507,WL-017,DFIT,4718.0,5738.0,0.044742,0.837,-0.67,0.00074,280.0,40.0,M. Gonzalez,2022-08-12,Organico,0.143
PDT-00507,STG-00508,WL-017,Minifrac,6315.0,6370.0,0.036933,0.789,-3.17,0.00466,128.0,111.0,R. Perez,2022-08-11,Organico,0.867
PDT-00508,STG-00509,WL-017,DFIT,6596.0,5681.0,0.00572,0.749,-1.73,0.00114,296.0,63.0,S. Dottori,2022-08-13,Organico,0.213
PDT-00509,STG-00510,WL-017,DFIT,6575.0,4261.0,0.018676,0.77,-1.62,0.00139,118.0,41.0,S. Dottori,2022-08-13,Organico,0.347
PDT-00510,STG-00511,WL-017,DFIT,6929.0,4197.0,0.038341,0.657,-0.63,0.00296,136.0,88.0,S. Dottori,2022-08-14,Organico,0.647
PDT-00513,STG-00514,WL-017,Minifrac,5486.0,4231.0,0.008887,0.834,-4.23,0.0044,227.0,34.0,R. Perez,2022-08-13,Organico,0.15
PDT-00514,STG-00515,WL-017,Minifrac,6316.0,5120.0,0.043016,0.674,1.37,0.00431,271.0,104.0,M. Gonzalez,2022-08-14,Organico,0.384
PDT-00515,STG-00516,WL-017,Minifrac,5161.0,4803.0,0.041575,0.804,1.8,0.00498,145.0,111.0,S. Dottori,2022-08-14,Organico,0.766
PDT-00516,STG-00517,WL-017,StepRate,5453.0,5820.0,0.008842,0.735,-4.2,0.00112,247.0,85.0,R. Perez,2022-08-14,Organico,0.344
PDT-00517,STG-00518,WL-017,Minifrac,5120.0,4610.0,0.035466,0.671,-1.87,0.00474,187.0,69.0,R. Perez,2022-08-15,Organico,0.369
PDT-00519,STG-00520,WL-017,DFIT,5933.0,4045.0,0.046508,0.775,-3.71,0.00303,116.0,32.0,M. Gonzalez,2022-08-14,Organico,0.276
PDT-00520,STG-00521,WL-017,Minifrac,5959.0,4295.0,0.030211,0.661,-0.74,0.00299,257.0,111.0,M. Gonzalez,2022-08-16,Organico,0.432
PDT-00521,STG-00522,WL-018,StepRate,6941.0,5885.0,0.047825,0.823,0.09,0.00084,93.0,105.0,M. Gonzalez,2021-05-01,Caliza,1.129
PDT-00522,STG-00523,WL-018,Minifrac,5282.0,4874.0,0.035039,0.833,-4.39,0.00438,294.0,58.0,R. Perez,2021-05-01,Caliza,0.197
PDT-00523,STG-00524,WL-018,StepRate,6781.0,3966.0,0.026139,0.681,0.31,0.00349,160.0,41.0,S. Dottori,2021-05-01,Caliza,0.256
PDT-00524,STG-00525,WL-018,Minifrac,6670.0,5213.0,0.045637,0.819,0.12,0.0038,108.0,54.0,S. Dottori,2021-05-01,Caliza,0.5
PDT-00525,STG-00526,WL-018,DFIT,4896.0,6177.0,0.01207,0.844,-0.82,0.00157,214.0,50.0,M. Gonzalez,2021-05-01,Caliza,0.234
PDT-00526,STG-00527,WL-018,DFIT,4884.0,5463.0,0.029861,0.738,-1.67,0.0033,238.0,64.0,R. Perez,2021-05-02,Caliza,0.269
PDT-00527,STG-00528,WL-018,DFIT,5724.0,3827.0,0.04844,0.8,-3.89,0.00204,123.0,99.0,M. Gonzalez,2021-05-02,Caliza,0.805
PDT-00528,STG-00529,WL-018,StepRate,6765.0,6307.0,0.00932,0.818,-1.25,0.00369,139.0,94.0,S. Dottori,2021-05-02,Caliza,0.676
PDT-00529,STG-00530,WL-018,StepRate,4703.0,5059.0,0.038801,0.662,-0.06,0.00419,258.0,31.0,S. Dottori,2021-05-02,Caliza,0.12
PDT-00530,STG-00531,WL-018,Minifrac,4920.0,5527.0,0.005872,0.796,-3.76,0.00499,302.0,61.0,S. Dottori,2021-05-02,Caliza,0.202
PDT-00532,STG-00533,WL-018,DFIT,6928.0,5197.0,0.044813,0.719,1.03,0.00074,345.0,112.0,S. Dottori,2021-05-02,Caliza,0.325
PDT-00533,STG-00534,WL-018,DFIT,6649.0,5856.0,0.010891,0.747,-1.84,0.00376,188.0,33.0,S. Dottori,2021-05-03,Caliza,0.176
PDT-00534,STG-00535,WL-018,DFIT,6455.0,4358.0,0.014377,0.749,-1.85,0.00284,227.0,60.0,S. Dottori,2021-05-02,Caliza,0.264
PDT-00535,STG-00536,WL-018,Minifrac,6014.0,6459.0,0.014512,0.807,-3.36,0.00246,343.0,99.0,R. Perez,2021-05-03,Caliza,0.289
PDT-00536,STG-00537,WL-018,DFIT,6924.0,5278.0,0.023035,0.716,-0.4,0.00153,108.0,32.0,R. Perez,2021-05-03,Caliza,0.296
PDT-00537,STG-00538,WL-018,DFIT,6755.0,6113.0,0.020509,0.654,-0.55,0.00384,159.0,73.0,S. Dottori,2021-05-03,Caliza,0.459
PDT-00538,STG-00539,WL-018,Minifrac,6378.0,4328.0,0.018459,0.653,0.88,0.00401,97.0,63.0,R. Perez,2021-05-04,Caliza,0.649
PDT-00539,STG-00540,WL-019,StepRate,6454.0,3918.0,0.034682,0.751,-0.47,0.0048735,99.75,147.5,M. Gonzalez,2019-01-05,La Cocina,1.479
PDT-00540,STG-00541,WL-019,DFIT,6001.0,4384.0,0.031729,0.656,-1.41,0.005211,223.5,66.25,S. Dottori,2019-01-05,La Cocina,0.296
PDT-00541,STG-00542,WL-019,DFIT,6796.0,6491.0,0.047274,0.796,0.10999999999999988,0.004266000000000001,169.5,117.5,M. Gonzalez,2019-01-05,La Cocina,0.693
PDT-00542,STG-00543,WL-019,Minifrac,4784.0,5870.0,0.019409,0.744,-2.63,0.0007830000000000001,195.0,103.75,S. Dottori,2019-01-05,La Cocina,0.532
PDT-00543,STG-00544,WL-019,DFIT,5996.0,4960.0,0.02332,0.827,-2.67,0.0013095000000000001,60.75,72.5,R. Perez,2019-01-05,La Cocina,1.193
PDT-00544,STG-00545,WL-019,Minifrac,5376.0,5740.0,0.018633,0.771,0.73,0.0031320000000000002,163.5,118.75,M. Gonzalez,2019-01-05,La Cocina,0.726
PDT-00545,STG-00546,WL-019,DFIT,6488.0,4755.0,0.003276,0.709,-1.55,0.0038475000000000002,193.5,121.25,S. Dottori,2019-01-06,La Cocina,0.627
PDT-00546,STG-00547,WL-019,StepRate,4629.0,4613.0,0.028492,0.774,-3.3099999999999996,0.0047115,167.25,130.0,M. Gonzalez,2019-01-06,La Cocina,0.777
PDT-00547,STG-00548,WL-019,DFIT,6483.0,5700.0,0.039605,0.806,-3.0699999999999994,0.0023625,112.5,142.5,M. Gonzalez,2019-01-06,La Cocina,1.267
PDT-00548,STG-00549,WL-019,DFIT,5224.0,6154.0,0.042369,0.83,-1.0799999999999998,0.0045765,116.25,57.5,S. Dottori,2019-01-06,La Cocina,0.495
PDT-00549,STG-00550,WL-019,Minifrac,6024.0,5192.0,0.046331,0.754,3.13,0.0037665000000000003,83.25,90.0,R. Perez,2019-01-07,La Cocina,1.081
PDT-00550,STG-00551,WL-019,Minifrac,6233.0,5065.0,0.004975,0.744,-3.2299999999999995,0.0048195,219.75,146.25,S. Dottori,2019-01-06,La Cocina,0.666
PDT-00551,STG-00552,WL-019,Minifrac,5919.0,6291.0,0.031401,0.679,-0.75,0.0046575,201.75,135.0,R. Perez,2019-01-07,La Cocina,0.669
PDT-00552,STG-00553,WL-019,Minifrac,4584.0,5193.0,0.029754,0.722,1.54,0.0014985000000000003,237.75,145.0,R. Perez,2019-01-06,La Cocina,0.61
PDT-00553,STG-00554,WL-019,DFIT,5868.0,4382.0,0.043024,0.739,1.0699999999999998,0.0046440000000000006,124.5,65.0,R. Perez,2019-01-08,La Cocina,0.522
PDT-00554,STG-00555,WL-019,Minifrac,6826.0,5349.0,0.01225,0.738,-1.07,0.0009585,163.5,51.25,S. Dottori,2019-01-07,La Cocina,0.313
PDT-00555,STG-00556,WL-019,Minifrac,5605.0,4208.0,0.040337,0.742,-3.2699999999999996,0.0050490000000000005,119.25,42.5,M. Gonzalez,2019-01-08,La Cocina,0.356
PDT-00556,STG-00557,WL-019,DFIT,6938.0,4376.0,0.008536,0.722,2.59,0.0035640000000000003,246.75,75.0,S. Dottori,2019-01-08,La Cocina,0.304
PDT-00557,STG-00558,WL-019,DFIT,6367.0,6088.0,0.005499,0.813,1.6,0.0027810000000000005,199.5,37.5,M. Gonzalez,2019-01-08,La Cocina,0.188
PDT-00558,STG-00559,WL-019,Minifrac,6051.0,5595.0,0.028112,0.821,0.47,0.006183,177.75,56.25,M. Gonzalez,2019-01-09,La Cocina,0.316
PDT-00559,STG-00560,WL-019,Minifrac,4930.0,4238.0,0.027404,0.782,2.9299999999999997,0.00324,215.25,50.0,M. Gonzalez,2019-01-09,La Cocina,0.232
PDT-00560,STG-00561,WL-019,DFIT,6466.0,6276.0,0.034198,0.699,0.44999999999999996,0.006561,260.25,110.0,M. Gonzalez,2019-01-07,La Cocina,0.423
PDT-00561,STG-00562,WL-019,Minifrac,5555.0,4518.0,0.022093,0.819,2.69,0.0036315000000000006,174.75,66.25,S. Dottori,2019-01-08,La Cocina,0.379
PDT-00562,STG-00563,WL-020,StepRate,6788.0,4859.0,0.021771,0.79,-0.36,0.00222,192.0,61.0,R. Perez,2021-04-05,Caliza,0.318
PDT-00563,STG-00564,WL-020,Minifrac,4953.0,5435.0,0.022003,0.744,-1.82,0.00455,104.0,100.0,R. Perez,2021-04-05,Caliza,0.962
PDT-00564,STG-00565,WL-020,Minifrac,5685.0,5541.0,0.045357,0.763,0.6,0.00491,271.0,82.0,R. Perez,2021-04-05,Caliza,0.303
PDT-00565,STG-00566,WL-020,DFIT,5914.0,5952.0,0.021961,0.842,-3.1,0.00385,193.0,74.0,R. Perez,2021-04-05,Caliza,0.383
PDT-00566,STG-00567,WL-020,Minifrac,5545.0,4554.0,0.027352,0.725,-3.44,0.00428,208.0,106.0,R. Perez,2021-04-05,Caliza,0.51
PDT-00567,STG-00568,WL-020,StepRate,6856.0,5724.0,0.026137,0.682,-2.31,0.00313,276.0,87.0,R. Perez,2021-04-05,Caliza,0.315
PDT-00568,STG-00569,WL-020,StepRate,4816.0,5882.0,0.040161,0.724,-0.39,0.0027,142.0,99.0,R. Perez,2021-04-05,Caliza,0.697
PDT-00569,STG-00570,WL-020,DFIT,6790.0,5382.0,0.010585,0.707,1.44,0.00242,238.0,71.0,S. Dottori,2021-04-06,Caliza,0.298
PDT-00571,STG-00572,WL-020,DFIT,4817.0,4253.0,0.046026,0.741,0.06,0.00086,254.0,113.0,M. Gonzalez,2021-04-06,Caliza,0.445
PDT-00572,STG-00573,WL-020,Minifrac,6851.0,5742.0,0.00321,0.726,-4.4,0.00438,248.0,116.0,R. Perez,2021-04-07,Caliza,0.468
PDT-00573,STG-00574,WL-020,Minifrac,5818.0,4679.0,0.012261,0.775,-1.87,0.0046,213.0,76.0,R. Perez,2021-04-06,Caliza,0.357
PDT-00574,STG-00575,WL-020,StepRate,5127.0,6326.0,0.013143,0.733,1.15,0.00404,312.0,102.0,M. Gonzalez,2021-04-07,Caliza,0.327
PDT-00575,STG-00576,WL-020,Minifrac,4822.0,5749.0,0.004208,0.725,-4.56,0.00285,256.0,45.0,S. Dottori,2021-04-07,Caliza,0.176
PDT-00576,STG-00577,WL-020,StepRate,5606.0,5967.0,0.046367,0.845,1.29,0.00193,340.0,103.0,M. Gonzalez,2021-04-07,Caliza,0.303
PDT-00577,STG-00578,WL-020,Minifrac,5656.0,4350.0,0.001297,0.762,-3.87,0.00134,198.0,70.0,S. Dottori,2021-04-07,Caliza,0.354
PDT-00578,STG-00579,WL-020,Minifrac,4718.0,4926.0,0.018847,0.72,-2.85,0.00145,127.0,88.0,R. Perez,2021-04-07,Caliza,0.693
PDT-00579,STG-00580,WL-020,Minifrac,5245.0,4230.0,0.041524,0.844,-2.56,0.00181,242.0,100.0,S. Dottori,2021-04-07,Caliza,0.413
PDT-00580,STG-00581,WL-020,Minifrac,6901.0,4246.0,0.049869,0.728,0.06,0.00308,211.0,93.0,M. Gonzalez,2021-04-09,Caliza,0.441
PDT-00581,STG-00582,WL-020,Minifrac,4933.0,4115.0,0.018569,0.712,-3.05,0.00261,326.0,81.0,R. Perez,2021-04-07,Caliza,0.248
PDT-00582,STG-00583,WL-020,DFIT,5723.0,4406.0,0.002783,0.806,-0.51,0.00203,93.0,108.0,S. Dottori,2021-04-08,Caliza,1.161
PDT-00583,STG-00584,WL-020,StepRate,5366.0,6082.0,0.035568,0.831,-3.24,0.00469,98.0,101.0,S. Dottori,2021-04-09,Caliza,1.031
PDT-00584,STG-00585,WL-020,DFIT,4962.0,4422.0,0.013252,0.696,-0.39,0.00102,185.0,86.0,M. Gonzalez,2021-04-09,Caliza,0.465
PDT-00585,STG-00586,WL-020,StepRate,6028.0,3855.0,0.026003,0.802,-4.61,0.0024,202.0,116.0,M. Gonzalez,2021-04-08,Caliza,0.574
PDT-00586,STG-00587,WL-020,Minifrac,5257.0,5904.0,0.016201,0.736,-1.64,0.00467,94.0,48.0,R. Perez,2021-04-09,Caliza,0.511
PDT-00587,STG-00588,WL-020,StepRate,5132.0,5804.0,0.002826,0.776,-2.54,0.00396,313.0,63.0,S. Dottori,2021-04-08,Caliza,0.201
PDT-00588,STG-00589,WL-020,DFIT,5771.0,5581.0,0.002333,0.793,0.33,0.00125,125.0,48.0,S. Dottori,2021-04-10,Caliza,0.384
PDT-00589,STG-00590,WL-020,Minifrac,4940.0,6007.0,0.013901,0.834,-0.04,0.00403,103.0,82.0,R. Perez,2021-04-08,Caliza,0.796
PDT-00590,STG-00591,WL-020,Minifrac,6040.0,4767.0,0.021246,0.714,2.0,0.00311,105.0,77.0,M. Gonzalez,2021-04-08,Caliza,0.733
PDT-00591,STG-00592,WL-020,DFIT,4768.0,5859.0,0.042473,0.767,-3.87,0.00057,269.0,80.0,S. Dottori,2021-04-11,Caliza,0.297
PDT-00592,STG-00593,WL-020,Minifrac,6697.0,5589.0,0.016452,0.835,1.18,0.00372,178.0,101.0,S. Dottori,2021-04-09,Caliza,0.567
PDT-00593,STG-00594,WL-020,DFIT,6993.0,5638.0,0.020481,0.762,-2.09,0.0045,210.0,104.0,R. Perez,2021-04-10,Caliza,0.495
PDT-00594,STG-00595,WL-020,Minifrac,5719.0,5836.0,0.0434,0.728,-4.91,0.00165,327.0,92.0,R. Perez,2021-04-10,Caliza,0.281
PDT-00595,STG-00596,WL-020,DFIT,6253.0,5545.0,0.009001,0.844,-2.52,0.00198,180.0,38.0,M. Gonzalez,2021-04-10,Caliza,0.211
PDT-00596,STG-00597,WL-021,DFIT,6603.0,3895.0,0.048739,0.78,-0.77,0.0044955,84.75,95.0,R. Perez,2020-05-29,La Cocina,1.121
PDT-00597,STG-00598,WL-021,DFIT,5539.0,4979.0,0.040477,0.711,-1.4800000000000002,0.0011070000000000001,117.75,118.75,S. Dottori,2020-05-29,La Cocina,1.008
PDT-00598,STG-00599,WL-021,DFIT,4787.0,4818.0,0.037214,0.817,-3.7,0.002673,146.25,140.0,S. Dottori,2020-05-29,La Cocina,0.957
PDT-00599,STG-00600,WL-021,StepRate,6878.0,6228.0,0.008003,0.833,2.3499999999999996,0.0029700000000000004,140.25,88.75,R. Perez,2020-05-29,La Cocina,0.633
PDT-00600,STG-00601,WL-021,DFIT,6397.0,3964.0,0.045906,0.684,-2.6900000000000004,0.005778,236.25,47.5,S. Dottori,2020-05-29,La Cocina,0.201
PDT-00601,STG-00602,WL-021,StepRate,6349.0,4089.0,0.021963,0.676,3.11,0.0027,178.5,125.0,R. Perez,2020-05-30,La Cocina,0.7
PDT-00602,STG-00603,WL-021,DFIT,4895.0,5726.0,0.00382,0.747,-0.41000000000000014,0.002565,248.25,68.75,S. Dottori,2020-05-30,La Cocina,0.277
PDT-00603,STG-00604,WL-021,DFIT,6671.0,6114.0,0.040806,0.662,-2.0700000000000003,0.005994000000000001,242.25,88.75,R. Perez,2020-05-30,La Cocina,0.366
PDT-00604,STG-00605,WL-021,DFIT,6921.0,4375.0,0.009628,0.782,-2.0999999999999996,0.006372000000000001,62.25,38.75,R. Perez,2020-05-30,La Cocina,0.622
PDT-00605,STG-00606,WL-021,DFIT,5729.0,6113.0,0.009752,0.698,-3.3599999999999994,0.0015660000000000001,90.0,60.0,R. Perez,2020-05-30,La Cocina,0.667
PDT-00606,STG-00607,WL-021,DFIT,5845.0,4434.0,0.015128,0.699,0.75,0.0040365,75.75,96.25,R. Perez,2020-05-31,La Cocina,1.271
PDT-00607,STG-00608,WL-021,Minifrac,5764.0,6237.0,0.028851,0.739,0.8599999999999999,0.0057375,117.0,50.0,R. Perez,2020-05-30,La Cocina,0.427
PDT-00608,STG-00609,WL-021,DFIT,5574.0,6476.0,0.028749,0.789,0.95,0.005656500000000001,251.25,111.25,M. Gonzalez,2020-05-31,La Cocina,0.443
PDT-00609,STG-00610,WL-021,Minifrac,5791.0,3852.0,0.014195,0.661,2.5,0.005076,261.75,71.25,M. Gonzalez,2020-05-31,La Cocina,0.272
PDT-00610,STG-00611,WL-021,Minifrac,5633.0,4401.0,0.036946,0.831,-2.1500000000000004,0.0017415,201.0,147.5,R. Perez,2020-05-31,La Cocina,0.734
PDT-00611,STG-00612,WL-021,Minifrac,5069.0,6204.0,0.043092,0.722,-1.0999999999999999,0.004941,78.0,46.25,R. Perez,2020-05-31,La Cocina,0.593
PDT-00612,STG-00613,WL-021,StepRate,5950.0,6017.0,0.040674,0.717,2.95,0.00081,216.0,146.25,M. Gonzalez,2020-05-31,La Cocina,0.677
PDT-00613,STG-00614,WL-021,DFIT,5965.0,4402.0,0.048013,0.787,3.02,0.005832,157.5,112.5,R. Perez,2020-06-02,La Cocina,0.714
PDT-00614,STG-00615,WL-021,Minifrac,4968.0,5637.0,0.019765,0.809,-3.54,0.0047385000000000005,191.25,143.75,M. Gonzalez,2020-05-31,La Cocina,0.752
PDT-00615,STG-00616,WL-021,Minifrac,6761.0,5623.0,0.014579,0.824,1.43,0.0032535,204.0,135.0,S. Dottori,2020-06-02,La Cocina,0.662
PDT-00616,STG-00617,WL-021,DFIT,4797.0,5861.0,0.00844,0.701,1.68,0.005184,111.75,143.75,R. Perez,2020-05-31,La Cocina,1.286
PDT-00617,STG-00618,WL-021,Minifrac,4957.0,4623.0,0.022472,0.723,3.08,0.005751,157.5,136.25,M. Gonzalez,2020-06-01,La Cocina,0.865
PDT-00618,STG-00619,WL-021,Minifrac,5076.0,5385.0,0.00981,0.793,0.58,0.0055215,73.5,61.25,S. Dottori,2020-06-02,La Cocina,0.833
PDT-00619,STG-00620,WL-021,DFIT,4758.0,5318.0,0.029712,0.819,-0.8800000000000001,0.003915,261.0,97.5,R. Perez,2020-06-02,La Cocina,0.374
PDT-00620,STG-00621,WL-021,DFIT,6251.0,6274.0,0.000644,0.824,-2.2700000000000005,0.0034425000000000007,232.5,130.0,S. Dottori,2020-06-01,La Cocina,0.559
PDT-00621,STG-00622,WL-021,Minifrac,5200.0,5953.0,0.021414,0.674,3.15,0.003267,169.5,128.75,R. Perez,2020-06-01,La Cocina,0.76
PDT-00622,STG-00623,WL-021,Minifrac,4551.0,5502.0,0.021885,0.741,1.93,0.003996,239.25,117.5,S. Dottori,2020-06-03,La Cocina,0.491
PDT-00623,STG-00624,WL-021,StepRate,6622.0,5113.0,0.030887,0.708,1.75,0.0043335000000000005,201.0,80.0,S. Dottori,2020-06-02,La Cocina,0.398
PDT-00624,STG-00625,WL-021,DFIT,5304.0,4706.0,0.034967,0.745,-0.17999999999999994,0.004266000000000001,216.0,47.5,S. Dottori,2020-06-02,La Cocina,0.22
PDT-00625,STG-00626,WL-021,DFIT,5186.0,4944.0,0.033998,0.672,-3.0599999999999996,0.0048330000000000005,217.5,100.0,S. Dottori,2020-06-04,La Cocina,0.46
PDT-00626,STG-00627,WL-021,DFIT,5769.0,3907.0,0.045248,0.814,1.28,0.004374,177.75,150.0,S. Dottori,2020-06-03,La Cocina,0.844
PDT-00628,STG-00629,WL-021,DFIT,5266.0,4833.0,0.024724,0.653,-3.2199999999999998,0.0022410000000000004,172.5,123.75,M. Gonzalez,2020-06-04,La Cocina,0.717
PDT-00630,STG-00631,WL-021,DFIT,5763.0,4435.0,0.043758,0.681,0.8699999999999999,0.002295,132.0,143.75,M. Gonzalez,2020-06-05,La Cocina,1.089
PDT-00631,STG-00632,WL-021,DFIT,4673.0,5162.0,0.032121,0.715,1.03,0.0010395,233.25,128.75,S. Dottori,2020-06-05,La Cocina,0.552
PDT-00634,STG-00635,WL-021,DFIT,6493.0,3965.0,0.044456,0.849,-3.6899999999999995,0.0065475,108.0,115.0,R. Perez,2020-06-05,La Cocina,1.065
PDT-00635,STG-00636,WL-021,DFIT,4567.0,5742.0,0.001098,0.845,-2.25,0.0047115,147.75,43.75,M. Gonzalez,2020-06-03,La Cocina,0.296
PDT-00636,STG-00637,WL-021,StepRate,5138.0,4745.0,0.01163,0.847,-2.7300000000000004,0.0029025,100.5,62.5,R. Perez,2020-06-07,La Cocina,0.622
PDT-00637,STG-00638,WL-021,Minifrac,4690.0,5346.0,0.040982,0.803,-2.74,0.006237,216.0,37.5,R. Perez,2020-06-03,La Cocina,0.174
PDT-00638,STG-00639,WL-022,Minifrac,5742.0,3924.0,0.029037,0.803,-1.9000000000000001,0.004725,132.0,102.5,S. Dottori,2018-09-14,La Cocina,0.777
PDT-00639,STG-00640,WL-022,DFIT,6557.0,4488.0,0.021424,0.83,-0.6200000000000001,0.0018765000000000001,92.25,91.25,S. Dottori,2018-09-14,La Cocina,0.989
PDT-00640,STG-00641,WL-022,StepRate,6435.0,4112.0,0.027951,0.732,1.76,0.0009450000000000001,143.25,73.75,M. Gonzalez,2018-09-14,La Cocina,0.515
PDT-00641,STG-00642,WL-022,DFIT,6288.0,5786.0,0.049846,0.804,-1.1199999999999999,0.0040635,134.25,60.0,S. Dottori,2018-09-14,La Cocina,0.447
PDT-00642,STG-00643,WL-022,Minifrac,5756.0,5706.0,0.028538,0.658,1.77,0.0010665000000000002,251.25,61.25,S. Dottori,2018-09-14,La Cocina,0.244
PDT-00643,STG-00644,WL-022,DFIT,5969.0,5361.0,0.027217,0.718,1.15,0.005697,129.75,47.5,S. Dottori,2018-09-14,La Cocina,0.366
PDT-00644,STG-00645,WL-022,DFIT,6289.0,5229.0,0.036277,0.808,-3.1799999999999997,0.004185,191.25,96.25,R. Perez,2018-09-14,La Cocina,0.503
PDT-00645,STG-00646,WL-022,DFIT,6673.0,5613.0,0.005037,0.783,0.48,0.0035505000000000003,144.75,137.5,S. Dottori,2018-09-15,La Cocina,0.95
PDT-00646,STG-00647,WL-022,DFIT,6730.0,6415.0,0.047433,0.689,2.51,0.001539,162.75,110.0,S. Dottori,2018-09-15,La Cocina,0.676
PDT-00648,STG-00649,WL-022,StepRate,4517.0,5512.0,0.036975,0.834,2.3899999999999997,0.005791500000000001,251.25,97.5,R. Perez,2018-09-15,La Cocina,0.388
PDT-00649,STG-00650,WL-022,Minifrac,5194.0,5488.0,0.048093,0.817,-3.04,0.00081,161.25,125.0,S. Dottori,2018-09-16,La Cocina,0.775
PDT-00650,STG-00651,WL-022,DFIT,5617.0,5855.0,0.035428,0.716,-3.08,0.0022815,86.25,71.25,M. Gonzalez,2018-09-16,La Cocina,0.826
PDT-00651,STG-00652,WL-022,Minifrac,6817.0,5917.0,0.036421,0.733,-1.53,0.0058185,243.0,88.75,R. Perez,2018-09-16,La Cocina,0.365
PDT-00652,STG-00653,WL-022,DFIT,4525.0,5973.0,0.025919,0.787,2.5999999999999996,0.003969,162.0,70.0,R. Perez,2018-09-15,La Cocina,0.432
PDT-00653,STG-00654,WL-022,DFIT,4909.0,4055.0,0.023699,0.743,0.77,0.003537,89.25,95.0,R. Perez,2018-09-16,La Cocina,1.064
PDT-00654,STG-00655,WL-022,Minifrac,4542.0,5932.0,0.014842,0.74,-0.050000000000000044,0.0066960000000000006,80.25,100.0,S. Dottori,2018-09-16,La Cocina,1.246
PDT-00655,STG-00656,WL-022,Minifrac,6453.0,4873.0,0.019259,0.782,-3.1499999999999995,0.0051435000000000005,69.0,58.75,M. Gonzalez,2018-09-18,La Cocina,0.851
PDT-00656,STG-00657,WL-022,DFIT,5014.0,5131.0,0.011966,0.669,1.81,0.0039555,91.5,90.0,M. Gonzalez,2018-09-16,La Cocina,0.984
PDT-00657,STG-00658,WL-022,DFIT,5896.0,5728.0,0.001604,0.708,0.45999999999999996,0.0028485,216.75,111.25,S. Dottori,2018-09-17,La Cocina,0.513
PDT-00658,STG-00659,WL-022,Minifrac,4726.0,4568.0,0.013212,0.687,-1.59,0.0009045000000000001,192.0,148.75,R. Perez,2018-09-18,La Cocina,0.775
PDT-00659,STG-00660,WL-022,Minifrac,6566.0,4144.0,0.021837,0.772,0.9299999999999999,0.0049005,207.75,111.25,R. Perez,2018-09-17,La Cocina,0.535
PDT-00660,STG-00661,WL-022,DFIT,5283.0,5112.0,0.030032,0.837,-2.13,0.0016065000000000003,236.25,143.75,M. Gonzalez,2018-09-19,La Cocina,0.608
PDT-00661,STG-00662,WL-022,Minifrac,4697.0,5762.0,0.035457,0.805,-2.9299999999999997,0.0046440000000000006,120.0,122.5,R. Perez,2018-09-18,La Cocina,1.021
PDT-00662,STG-00663,WL-022,Minifrac,5237.0,3824.0,0.031705,0.673,0.82,0.0063045,256.5,63.75,S. Dottori,2018-09-19,La Cocina,0.249
PDT-00663,STG-00664,WL-022,Minifrac,5872.0,5058.0,0.036284,0.822,-1.68,0.0020115000000000003,195.75,140.0,M. Gonzalez,2018-09-19,La Cocina,0.715
PDT-00664,STG-00665,WL-022,Minifrac,6939.0,6332.0,0.021442,0.795,2.01,0.006129,73.5,71.25,R. Perez,2018-09-17,La Cocina,0.969
PDT-00665,STG-00666,WL-022,Minifrac,5779.0,4533.0,0.041374,0.687,-1.28,0.004050000000000001,235.5,85.0,R. Perez,2018-09-18,La Cocina,0.361
PDT-00666,STG-00667,WL-022,Minifrac,6703.0,4155.0,0.039893,0.674,-0.9400000000000002,0.002646,178.5,71.25,S. Dottori,2018-09-18,La Cocina,0.399
PDT-00667,STG-00668,WL-022,DFIT,6652.0,5511.0,0.010843,0.717,2.13,0.0030239999999999998,168.75,110.0,S. Dottori,2018-09-20,La Cocina,0.652
PDT-00668,STG-00669,WL-022,StepRate,6752.0,4472.0,0.04325,0.7,-3.21,0.005656500000000001,216.0,71.25,R. Perez,2018-09-21,La Cocina,0.33
PDT-00669,STG-00670,WL-022,Minifrac,4613.0,4088.0,0.040745,0.775,-2.46,0.0031320000000000002,168.75,132.5,M. Gonzalez,2018-09-19,La Cocina,0.785
PDT-00670,STG-00671,WL-022,DFIT,6815.0,4582.0,0.019982,0.818,-0.73,0.0021195000000000003,171.0,132.5,R. Perez,2018-09-21,La Cocina,0.775
PDT-00671,STG-00672,WL-022,StepRate,4746.0,4083.0,0.03984,0.7,-3.3899999999999997,0.0031185,225.75,51.25,S. Dottori,2018-09-18,La Cocina,0.227
